"INSTNM","PREDDEG","HCM2","SATVR25","SATVR75","SATMT25","SATMT75","SATWR25","SATWR75","SATVRMID","SATMTMID","SATWRMID","ACTCM25","ACTCM75","ACTEN25","ACTEN75","ACTMT25","ACTMT75","ACTWR25","ACTWR75","ACTCMMID","ACTENMID","ACTMTMID","ACTWRMID","SAT_AVG","SAT_AVG_ALL","NPT4_PUB","NPT4_PRIV","NPT41_PUB","NPT42_PUB","NPT43_PUB","NPT44_PUB","NPT45_PUB","NPT41_PRIV","NPT42_PRIV","NPT43_PRIV","NPT44_PRIV","NPT45_PRIV","RET_FT4","RET_FTL4","RET_PT4","RET_PTL4","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C150_4_POOLED_SUPP","C200_L4_POOLED_SUPP","md_earn_wne_p10","gt_25k_p6","POOR_Prop"
"Advance Science Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18054,NA,NA,NA,NA,NA,18054,NA,NA,NA,NA,NA,0.2857,NA,NA,9500,105.469475,0.641891892,NA,0.551116423,NA,0.314285725,1
"Advanced Barber College and Hair Design",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8225,NA,NA,NA,NA,NA,8225,NA,NA,NA,NA,NA,0.6613,NA,NA,NA,NA,NA,NA,0.73635,12900,0.108333334,1
"Advanced Beauty College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.6,NA,NA,NA,NA,0.891891892,NA,NA,NA
"Advanced Career Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11941,NA,NA,NA,NA,NA,11816,12372,13392,NA,NA,NA,NA,NA,NA,6156,68.3442198,NA,NA,NA,NA,NA,0.830769230769231
"Advanced College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19571,NA,NA,NA,NA,NA,19571,NA,NA,NA,NA,NA,0.8667,NA,NA,9500,105.469475,0.461706783,NA,0.737735664,NA,0.207547173,1
"Advanced College of Cosmetology",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6858,NA,NA,NA,NA,NA,5058,7088,NA,10608,NA,NA,0.8485,NA,NA,10880,120.790304,NA,NA,0.971428571,NA,NA,0.2
"Advanced Computing Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18032,NA,NA,NA,NA,NA,18032,NA,NA,NA,NA,NA,0.8824,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Advanced Institute of Hair Design-Glendale",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11964,NA,NA,NA,NA,NA,9843,9495,14135,15042,14120,NA,0.6667,NA,NA,10312,114.4843396,0.676136364,NA,0.618611864,22000,0.397660822,0.5
"Advanced Technical Centers",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.240260894,NA,NA,NA
"Advanced Technology Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19692,NA,NA,NA,NA,NA,18350,19302,22998,23908,23908,NA,0.7598,NA,NA,16771,186.1924806,0.456467662,NA,0.735196667,35300,0.628304839,0.6
"Advanced Training Associates",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12682,NA,NA,NA,NA,NA,11861,14861,16896,NA,NA,NA,0.9167,NA,NA,6600,73.27353,0.575757576,NA,0.924526415,NA,NA,0.787878787878788
"Advanced Training Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8587,7600,84.37558,NA,NA,NA,NA,NA,NA
"Advanced Welding Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21154,NA,NA,NA,NA,NA,18789,22123,21711,24012,25245,NA,NA,NA,NA,5077,56.36510785,0.648648649,NA,NA,NA,NA,0.4375
"Adventist University of Health Sciences",3,0,398,480,388,490,NA,NA,439,439,NA,17,20,16,20,16,18,NA,NA,19,18,17,NA,884,884,NA,18901,NA,NA,NA,NA,NA,18425,18301,19293,20027,20928,0.7143,NA,0,NA,20730,230.1454965,0.840851064,0.346120513,NA,51100,0.807495713,0.418918918918919
"Advertising Art Educational Services DBA School of Advertising Art",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33361,NA,NA,NA,NA,NA,28877,29033,36014,35643,36952,NA,0.8286,NA,NA,12000,133.2246,0.774834437,NA,0.621605405,22200,0.483050853,0.25
"Aerosim Flight Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87570,NA,NA,NA,NA,NA,85094,88213,89422,89422,89422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4
"Aesthetic Science Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7820,NA,NA,NA,NA,NA,7179,7264,8523,NA,9825,NA,NA,NA,NA,6211,68.95483255,NA,NA,NA,NA,NA,0.5
"Aesthetics Institute of Cosmetology",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16407,NA,NA,NA,NA,NA,16326,17057,NA,NA,NA,NA,0.8,NA,0.625,6750,74.9388375,0.704545455,NA,0.885229508,NA,0.339285702,0.888888888888889
"Agnes Scott College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18635,NA,NA,NA,NA,NA,16756,15989,19325,20060,25644,0.8276,NA,NA,NA,27000,299.75535,0.833333333,0.677263182,NA,39400,0.550239205,0.291666666666667
"AI Miami International University of Art and Design",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25642,NA,NA,NA,NA,NA,24350,25229,26971,28679,29027,0.5375,NA,0.3889,NA,31535,350.1031468,0.509079118,0.413951954,NA,29300,0.460408151,0.503048780487805
"AIB College of Business",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11581,NA,NA,NA,NA,NA,10531,11314,10144,14315,16936,NA,NA,NA,NA,20500,227.592025,0.857962697,0.594830172,NA,37200,0.694915235,0.383333333333333
"Aiken School of Cosmetology",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14336,NA,NA,NA,NA,NA,13889,12207,NA,17582,17582,NA,0.9545,NA,1,NA,NA,NA,NA,1,NA,NA,0.555555555555556
"Aiken Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5371,NA,5315,4900,6357,7404,5322,NA,NA,NA,NA,NA,NA,0.484,NA,0.3496,9306,103.3156773,NA,NA,0.194593363,25300,0.404109597,0.686635944700461
"Ailano School of Cosmetology",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16831,NA,NA,NA,NA,NA,14802,18867,19867,19867,NA,NA,0.8649,NA,0.875,8842.5,98.16987713,0.603448276,NA,0.852186957,27500,0.28125,0.555555555555556
"Aims Community College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9053,NA,7958,8037,11387,12818,13308,NA,NA,NA,NA,NA,NA,0.5421,NA,0.3529,9750,108.2449875,0.552416824,NA,0.240679979,31700,0.548032939,0.559139784946237
"Akron Institute of Herzing University",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20301,NA,NA,NA,NA,NA,20059,20094,21736,NA,20911,1,NA,NA,NA,22822,253.3709851,0.474266474,0.36037027,NA,42300,0.596551716,0.767857142857143
"Akron School of Practical Nursing",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10802,NA,10586,11381,14969,NA,NA,NA,NA,NA,NA,NA,NA,0.6129,NA,NA,NA,NA,0.706666667,NA,0.689063025,31600,0.76404494,0.857142857142857
"Alabama A & M University",3,0,370,450,350,450,NA,NA,410,400,NA,15,19,14,19,15,18,NA,NA,17,17,17,NA,823,823,13415,NA,12683,13292,16104,16944,15416,NA,NA,NA,NA,NA,0.6314,NA,0.5,NA,33611.5,373.1565536,0.44471387,0.308718313,NA,31400,0.462298036,0.655683690280066
"Alabama Southern Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4998,NA,4737,5731,7265,NA,NA,NA,NA,NA,NA,NA,NA,0.5675,NA,0.5455,NA,NA,NA,NA,0.315534351,23200,0.348623842,0.805309734513274
"Alabama State College of Barber Styling",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1583,NA,NA,NA,NA,NA,1583,NA,NA,NA,NA,NA,0.7368,NA,NA,NA,NA,NA,NA,0.61765,NA,NA,1
"Alabama State University",3,0,380,480,370,480,NA,NA,430,425,NA,15,19,14,20,15,18,NA,NA,17,17,17,NA,830,830,11936,NA,12342,10811,11362,13079,2948,NA,NA,NA,NA,NA,0.6219,NA,0.3023,NA,33452,371.3857766,0.331198862,0.257481955,NA,27800,0.342225611,0.717660292463442
"Alamance Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10311,NA,10155,10838,11175,1617,NA,NA,NA,NA,NA,NA,NA,0.6349,NA,0.4488,NA,NA,NA,NA,0.252716129,26500,0.385290891,0.625514403292181
"Alaska Bible College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9592,NA,NA,NA,NA,NA,9592,NA,NA,NA,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"Alaska Career College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14170,NA,NA,NA,NA,NA,14009,15521,NA,NA,NA,NA,0.8227,NA,NA,9500,105.469475,0.590111643,NA,0.748726438,30900,0.5686813,0.893203883495146
"Alaska Christian College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8393,NA,NA,NA,NA,NA,8393,NA,NA,NA,NA,NA,0.4706,NA,0.5,NA,NA,NA,NA,0.288873333,NA,NA,1
"Alaska Pacific University",3,0,465,575,450,510,435,568,520,480,502,20,24,18,24,18,23,NA,NA,22,21,21,NA,1008,1008,NA,30891,NA,NA,NA,NA,NA,29014,28525,29899,33475,33275,0.6667,NA,1,NA,25125,278.9390063,0.768240343,0.463923711,NA,47400,0.678571403,0.411764705882353
"Albany BOCES-Adult Practical Nursing Program",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15655,NA,16110,15036,16860,5316,NA,NA,NA,NA,NA,NA,NA,0.619,NA,NA,9500,105.469475,0.623036649,NA,0.705068345,37500,0.724637687,0.535714285714286
"Albany College of Pharmacy and Health Sciences",3,0,530,620,580,650,520,620,575,615,570,24,29,NA,NA,NA,NA,NA,NA,27,NA,NA,NA,1195,1195,NA,29630,NA,NA,NA,NA,NA,25442,25687,28438,31748,31996,0.8097,NA,NA,NA,25000,277.55125,0.991525424,0.711712903,NA,110600,0.912322283,0.143564356435644
"Albany Law School",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71200,0.966666639,NA
"Albany Medical College",4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201200,0.991379321,NA
"Albany State University",3,0,420,480,400,470,NA,NA,450,435,NA,17,20,16,20,17,20,NA,NA,19,18,19,NA,887,887,13154,NA,12026,13264,16091,16241,16862,NA,NA,NA,NA,NA,0.697,NA,0.4286,NA,31750,352.4900875,0.357060185,0.404336898,NA,32700,0.435185194,0.609544468546638
"Albany Technical College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,485,NA,186,481,5544,6867,6867,NA,NA,NA,NA,NA,NA,0.5488,NA,0.3871,8232.5,91.39762663,0.230474732,NA,0.549144786,22000,0.339459449,0.873626373626374
"Albert I Prince Technical High School",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Albertus Magnus College",3,0,380,480,320,480,410,470,430,400,440,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,830,NA,22320,NA,NA,NA,NA,NA,21573,20713,22937,24591,23408,0.9256,NA,1,NA,29000,321.95945,0.751491054,0.559993667,NA,52200,0.753776431,0.44
"Albion College",3,0,520,580,510,590,NA,NA,550,550,NA,22,28,21,27,22,27,NA,NA,25,24,25,NA,1143,1143,NA,23479,NA,NA,NA,NA,NA,18614,19524,21601,24720,27555,0.8056,NA,NA,NA,27000,299.75535,0.922942207,0.726546939,NA,45100,0.607142866,0.14
"Albright College",3,0,460,560,470,570,NA,NA,510,520,NA,20,25,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,1033,1033,NA,22542,NA,NA,NA,NA,NA,19711,21133,22538,24349,31984,0.7146,NA,NA,NA,28910,320.9602655,0.878427788,0.531953402,NA,48500,0.750902534,0.267326732673267
"Alcorn State University",3,0,400,460,410,480,NA,NA,430,445,NA,16,19,15,20,16,18,NA,NA,18,18,17,NA,851,851,13360,NA,13419,14203,16031,-59,1704,NA,NA,NA,NA,NA,0.6838,NA,0.2778,NA,27940.5,310.196828,0.362204724,0.333331161,NA,30600,0.493857503,0.754545454545455
"Alderson Broaddus University",3,0,420,520,450,530,400,490,470,490,445,19,24,18,24,17,23,NA,NA,22,21,20,NA,989,989,NA,16317,NA,NA,NA,NA,NA,13431,13071,16677,19824,21028,0.5761,NA,NA,NA,29000,321.95945,0.809651475,0.447083618,NA,43400,0.605734766,0.287749287749288
"Alegent Creighton Health School of Radiologic Technology",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.870967742,NA,NA,NA,NA,NA
"Alexander Academy",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22121,NA,NA,NA,NA,NA,22121,NA,NA,NA,NA,NA,0.4167,NA,NA,8930,99.1413065,NA,NA,NA,NA,NA,1
"Alexandria School of Scientific Therapeutics",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13239,NA,NA,NA,NA,NA,12166,12154,15589,16298,NA,NA,NA,NA,NA,7862,87.2843171,0.68115942,NA,0.923080769,NA,0.297619045,0.6
"Alexandria Technical & Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14494,NA,11731,12750,14795,17166,17604,NA,NA,NA,NA,NA,NA,0.7579,NA,0.4186,12000,133.2246,0.8232,NA,0.551738409,35600,0.631578922,0.262557077625571
"Alfred University",3,0,490,590,510,610,NA,NA,540,560,NA,22,27,21,25,22,27,NA,NA,25,23,25,NA,1106,1106,NA,19567,NA,NA,NA,NA,NA,11715,15154,19188,22339,26897,0.7463,NA,NA,NA,27000,299.75535,0.872890889,0.627968056,NA,42300,0.597110748,0.22020202020202
"Alhambra Beauty College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9079,NA,NA,NA,NA,NA,9022,9349,11149,NA,NA,NA,0.8537,NA,NA,NA,NA,NA,NA,0.746991566,13500,0.17326732,0.953488372093023
"Alice Lloyd College",3,0,470,500,450,540,410,560,485,495,485,18,24,18,24,17,23,6,8,21,21,20,7,990,990,NA,9014,NA,NA,NA,NA,NA,8809,10134,8318,NA,NA,0.6281,NA,0,NA,17000,188.73485,0.699300699,0.341479675,NA,33400,0.53591162,0.58695652173913
"All-State Career-Baltimore",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14356,NA,NA,NA,NA,NA,13366,16281,19027,19146,NA,NA,0.6903,NA,NA,6976,77.4479008,0.2442421,NA,0.676003448,32900,0.55477649,0.725593667546174
"All-State Career School-Allied Health Campus",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51044,NA,NA,NA,NA,NA,50410,51264,54748,55632,NA,NA,0.6583,NA,NA,6333,70.30928265,0.367067834,NA,0.4937,36800,0.566919208,0.643636363636364
"All-State Career School-Lester",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12297,NA,NA,NA,NA,NA,12113,12731,14061,15706,15466,NA,NA,NA,NA,6333,70.30928265,0.367067834,NA,0.7319,36800,0.566919208,0.835411471321696
"All-State Career School-Pittsburgh",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10271,NA,NA,NA,NA,NA,9917,10277,12049,12870,NA,NA,0.8191,NA,NA,6976,77.4479008,0.2442421,NA,NA,34400,0.565055788,0.729166666666667
"All Beauty College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9570,NA,NA,NA,NA,NA,9570,NA,NA,NA,NA,NA,0.6875,NA,NA,14125.5,156.8220073,NA,NA,NA,NA,NA,1
"Allan Hancock College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4896,NA,4884,10735,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7205,NA,0.4572,NA,NA,0.427536232,NA,0.339583934,29500,0.417695463,0.997876857749469
"Allegany College of Maryland",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9779,NA,8180,9279,11825,13270,13871,NA,NA,NA,NA,NA,NA,0.5089,NA,0.2979,14478,160.7354799,0.645967166,NA,0.252104548,30900,0.461672485,0.517241379310345
"Allegheny College",3,0,530,640,540,650,520,630,585,595,575,23,29,23,30,23,28,NA,NA,26,27,26,NA,1182,1182,NA,25147,NA,NA,NA,NA,NA,17619,19393,22012,25355,31425,0.8545,NA,0.6667,NA,28800,319.73904,0.924822695,0.784519288,NA,49200,0.67524755,0.131403118040089
"Allegheny Wesleyan College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5336,NA,NA,NA,NA,NA,4946,3944,6274,7868,NA,0.4545,NA,NA,NA,NA,NA,NA,0.339282143,NA,NA,NA,0.3
"Allen College",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24065,NA,NA,NA,NA,NA,NA,NA,NA,24065,NA,NA,NA,NA,NA,18250,202.6124125,0.961538462,0.736857895,NA,52400,0.913513541,NA
"Allen County Community College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5758,NA,4287,5507,7010,8545,8757,NA,NA,NA,NA,NA,NA,0.5761,NA,0.1813,8298,92.1248109,0.532381998,NA,0.30010756,29300,0.498550713,0.460377358490566
"Allen School-Brooklyn",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24068,NA,NA,NA,NA,NA,23840,25295,27954,NA,NA,NA,0.6608,NA,0.7895,9500,105.469475,0.480874317,NA,0.672115171,26900,0.463790447,0.888275862068965
"Allen School-Jamaica",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24465,NA,NA,NA,NA,NA,24332,26449,NA,NA,NA,NA,0.5473,NA,0.8312,9500,105.469475,0.480874317,NA,0.632805124,26900,0.463790447,0.936842105263158
"Allen School-Phoenix",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14935,NA,NA,NA,NA,NA,14660,15926,17115,NA,NA,NA,0.5762,NA,NA,9500,105.469475,0.480874317,NA,0.606217997,26900,0.463790447,0.846619576185671
"Allen University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14047,NA,NA,NA,NA,NA,13283,14645,18025,17380,10209,0.4463,NA,0.25,NA,37676,418.2808358,0.235489221,0.222789873,NA,19400,0.282894731,0.678571428571429
"Alliant International University",3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19768,NA,NA,NA,NA,NA,19768,NA,NA,NA,NA,0.75,NA,1,NA,2000,22.2041,0.786259542,NA,NA,51800,0.814285696,1
"Alliant International University-Fresno",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,22.2041,0.786259542,NA,NA,51800,0.814285696,NA
"Alliant International University-Irvine",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,22.2041,0.786259542,NA,NA,51800,0.814285696,NA
"Alliant International University-Los Angeles",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,22.2041,0.786259542,NA,NA,51800,0.814285696,NA
"Alliant International University-Sacramento",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,22.2041,0.786259542,NA,NA,51800,0.814285696,NA
"Alliant International University-San Francisco",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,22.2041,0.786259542,NA,NA,51800,0.814285696,NA
"Allied American University",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16439,NA,NA,NA,NA,NA,16534,16100,15791,18647,NA,0.8049,NA,0.7166,NA,NA,NA,NA,NA,NA,NA,NA,0.778688524590164
"Allied Health Institute",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10218,NA,NA,NA,NA,NA,10106,12565,NA,NA,NA,NA,NA,NA,NA,9500,105.469475,0.449074074,NA,NA,NA,NA,0.954545454545455
"Allstate Hairstyling & Barber College",1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5224,NA,NA,NA,NA,NA,5167,8232,NA,NA,NA,NA,0.6,NA,1,NA,NA,NA,NA,0.827153086,NA,NA,0.981481481481482
"Alma College",3,0,460,550,470,630,480,630,505,550,555,22,27,21,27,21,26,NA,NA,25,24,24,NA,1100,1100,NA,20130,NA,NA,NA,NA,NA,14985,15319,18650,21292,24722,0.7885,NA,NA,NA,27000,299.75535,0.885981308,0.636151752,NA,44700,0.570997,0.176755447941889
"Alpena Community College",2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2721,NA,1688,1541,4472,6680,7068,NA,NA,NA,NA,NA,NA,0.5777,NA,0.3,9495,105.4139648,0.61986755,NA,0.399258096,27700,0.464347839,0.47887323943662
