"INSTNM","UNITID","NPT4_PRIV","NPT41_PRIV","NPT42_PRIV","RET_FTL4","GRAD_DEBT_MDN_SUPP","GRAD_DEBT_MDN10YR_SUPP","RPY_3YR_RT_SUPP","C200_L4_POOLED_SUPP","md_earn_wne_p10","gt_25k_p6","POOR_Prop"
"Tulsa Welding School-Tulsa",207962,24868,24232,24753,0.6889,9500,105.469475,0.458549223,0.673175065,36000,0.605564654,0.670366259711432
"Tulsa Welding School-Tulsa",207962,24868,24232,24753,0.6889,9500,105.469475,0.458549223,0.673175065,36000,0.605564654,0.853658536585366
"Twin City Beauty College",172495,14673,14611,14419,1,9833,109.1664577,0.384892086,0.793946667,14400,0.195121944,0.746835443037975
"UEI College-Fresno",397942,24655,24135,24662,0.6846,9500,105.469475,0.344733242,0.759447117,29100,0.410377353,0.540201005025126
"United Education Institute-Huntington Park Campus",124681,23735,22648,24608,0.67,9500,105.469475,0.33348135,0.735121145,25500,0.403829962,0.554445554445554
"Universal Technical Institute-Auto Motorcycle & Marine Mechanics Institute Division-Orlando",369400,23962,22727,23970,0.7055,18481,205.1769861,0.591099916,0.598689702,33800,0.613763154,0.590361445783133
"Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division",105215,19523,18648,20109,0.7932,18481,205.1769861,0.591099916,0.69143442,33800,0.613763154,0.646884272997033
"Universal Technical Institute of California Inc",438504,19689,18375,19597,0.6864,18363,203.8669442,0.632117031,0.588682818,43400,0.677919328,0.56891495601173
"Universal Technical Institute of Illinois Inc",366191,19114,17322,18649,0.6143,18363,203.8669442,0.632117031,0.570862023,43400,0.677919328,0.456
"Universal Technical Institute of Massachusetts Inc",447403,19993,17844,18962,0.7404,18363,203.8669442,0.632117031,0.566734753,43400,0.677919328,0.398907103825137
"Universal Technical Institute of Northern California Inc",448433,18965,17642,18541,0.8139,18481,205.1769861,0.591099916,0.641313947,33800,0.613763154,0.533333333333333
"Universal Technical Institute of Pennsylvania Inc",445799,19943,17947,18343,0.6979,16813,186.6587667,0.600071672,0.565010753,40200,0.678855062,0.354978354978355
"Universal Technical Institute of Texas Inc.",229416,18030,16686,17501,0.7343,16813,186.6587667,0.600071672,0.57390375,40200,0.678855062,0.589473684210526
"Universal Therapeutic Massage Institute",439996,18805,18354,19864,0.8429,9500,105.469475,0.538461538,0.773870352,21200,0.2734375,0.788888888888889
"University of Cosmetology Arts & Sciences-Harlingen",407683,10533,10567,9685,0.5714,6055,67.22291275,0.44499382,0.653356,15200,0.140786752,0.961538461538462
"University of Cosmetology Arts & Sciences-McAllen",229425,11477,11533,10633,0.5,6055,67.22291275,0.44499382,0.797201399,15200,0.140786752,0.9375
"University of Pittsburgh Medical Center-Shadyside School of Nursing",215974,26757,24502,26414,0.8182,15000,166.53075,0.853881279,0.918367347,49900,0.8125,0.285714285714286
"University of Spa & Cosmetology Arts",149550,14572,13777,14241,0.6098,5628,62.4823374,0.660079051,0.692919685,17900,0.316742092,0.581818181818182
"Utah College of Massage Therapy-Salt Lake City",380474,18957,18155,19472,0.5082,8607,95.55534435,0.592447278,0.792169477,24900,0.389922976,0.404494382022472
"Utah College of Massage Therapy-Tempe",469133,19749,18381,20247,0.7788,8607,95.55534435,0.592447278,0.817720323,24900,0.389922976,0.335793357933579
"Valley College-Beckley",377652,27924,27518,29506,0.4938,9500,105.469475,0.273584906,0.590648705,22100,0.336363643,0.808219178082192
"Valley College-Martinsburg",377661,21749,21237,21077,0.7059,9500,105.469475,0.6,0.670690419,25500,0.369230777,0.726190476190476
"Vatterott College-Appling Farms",455567,16519,16435,16564,0.561,22155,245.9659178,0.306055646,0.5968,34200,0.36954087,0.842105263157895
"Vatterott College-Cleveland",442408,18109,17238,16819,0.75,23116,256.6349878,0.275681482,0.540966467,28700,0.4401384,0.705882352941177
"Vatterott College-Des Moines",373058,19995,19531,19760,0.5517,22155,245.9659178,0.306055646,0.58856164,34200,0.36954087,0.571428571428571
"Vatterott College-Dividend",440873,16649,16400,16768,0.6277,23116,256.6349878,0.275681482,0.5503,28700,0.4401384,0.901098901098901
"Vatterott College-Kansas City",404383,17927,17583,20683,0.6119,23116,256.6349878,0.275681482,0.550153884,28700,0.4401384,0.916666666666667
"Vatterott College-Quincy",148140,17980,16928,18587,0.7391,24688,274.0874104,0.271850512,0.5971,28400,0.418128669,0.619047619047619
"Vatterott College-Spring Valley",181756,15632,15658,14937,0.4231,20000,222.041,0.374673629,0.4526,33300,0.437371671,0.681818181818182
"Vatterott College-Springfield",404365,17818,17595,18484,0.5517,23116,256.6349878,0.275681482,0.59715,28700,0.4401384,0.769230769230769
"Vatterott College-St Charles",445559,18418,17306,18463,0.6176,23116,256.6349878,0.275681482,0.7311,28700,0.4401384,0.633333333333333
"Vatterott College-Tulsa",440882,17610,16938,17013,0.75,23116,256.6349878,0.275681482,0.48605,28700,0.4401384,0.555555555555556
"Vatterott College-Wichita",440891,19223,18599,19769,0.7111,23116,256.6349878,0.275681482,0.5727,28700,0.4401384,0.714285714285714
"Venus Beauty Academy",216579,17060,16575,17596,0.9643,8027,89.11615535,0.637096774,0.806608491,17400,0.235714287,0.75
"VICI Aveda Institute",238175,12453,10032,11571,0.8438,10312,114.4843396,0.676136364,0.830218396,22000,0.397660822,0.419354838709677
"Victor Valley Beauty College Inc",125082,13558,12923,14753,0.8125,6455,71.66373275,0.624338624,0.671404762,14300,0.188034192,0.704545454545455
"Virginia College-Austin",441928,18177,17992,18258,0.2727,19000,210.93895,0.256332599,0.411793382,26400,0.389043003,0.826923076923077
"Virginia College-Biloxi",450191,18134,17831,18709,0.6333,19000,210.93895,0.256332599,0.363612121,26400,0.389043003,0.805194805194805
"Virginia College-Jackson",441919,12570,12556,12955,0.4,19000,210.93895,0.256332599,0.210333333,26400,0.389043003,0.966666666666667
"Virginia College-Montgomery",452115,11879,11798,12262,0.6214,19000,210.93895,0.256332599,0.720937209,26400,0.389043003,0.91970802919708
"Virginia Sewing Machines and School Center",431956,19269,19242,19332,1,4766,52.9123703,0.594594595,0.926322105,19200,0.238805965,0.7
"Vista College",365204,17091,17069,15744,0.7061,13723,152.3534322,0.327033219,0.970504597,21200,0.299748123,0.815038419319429
"Vista College-Online",377342,16131,16123,14991,0.8,11875,131.8368438,0.60326087,0.733345333,37700,0.308550179,0.842696629213483
"Wards Corner Beauty Academy-Norfolk",234191,13819,13815,14328,0.8,16500,183.183825,0.164335664,0.176917308,17600,0.243654817,0.99236641221374
"Washington Hospital School of Nursing",216630,19169,20186,16120,0.4,20493.5,227.5198617,0.765625,0.660746429,49900,0.830508471,0.75
"West Tennessee Business College",222099,12577,12536,12540,0.7561,9500,105.469475,0.338582677,0.734862093,19200,0.263456076,0.723880597014925
"Westech College",382276,14130,13618,15721,0.8169,9449,104.9032705,0.234453181,0.868243302,26200,0.368821293,0.756410256410256
"Western Hills School of Beauty and Hair Design",206482,16590,16542,18042,0.5152,11834.5,131.3872107,0.290909091,0.5893432,14900,0.265625,0.967741935483871
"Western Technical College",224679,20284,20317,19103,0.7109,11204,124.3873682,0.598462448,0.829927257,30600,0.452282161,0.768518518518518
"Western Technical College",224679,20284,20317,19103,0.7109,11204,124.3873682,0.598462448,0.829927257,30600,0.452282161,0.391975308641975
"Western Technical College",224679,20284,20317,19103,0.7109,11204,124.3873682,0.598462448,0.829927257,30600,0.452282161,0.878787878787879
"Western Technical College",224660,20138,19989,20633,0.6349,11204,124.3873682,0.598462448,0.905531429,30600,0.452282161,0.768518518518518
"Western Technical College",224660,20138,19989,20633,0.6349,11204,124.3873682,0.598462448,0.905531429,30600,0.452282161,0.391975308641975
"Western Technical College",224660,20138,19989,20633,0.6349,11204,124.3873682,0.598462448,0.905531429,30600,0.452282161,0.878787878787879
"Wichita Technical Institute",156134,22034,21835,22552,0.4096,16500,183.183825,0.419489559,0.550643612,38400,0.461325973,0.816593886462882
"Word of Life Bible Institute",197531,8242,6704,6093,0.3741,7996,88.7719918,0.858190709,0.788463234,27800,0.382758617,0.291338582677165
"Wyo Tech-Blairsville",441089,31340,30228,30965,0.7485,11600,128.78378,0.670179876,0.82540704,41500,0.710751235,0.57514450867052
"Wyotech-Daytona",132268,29382,28692,29847,0.7154,11600,128.78378,0.421650265,0.7522,32100,0.595026672,0.717201166180758
"Wyotech-Laramie",240718,29810,28766,29630,0.7637,11600,128.78378,0.670179876,0.794885638,41500,0.710751235,0.553846153846154
"Xenon International Academy-Denver",372356,14618,12937,14175,0.9091,13778.5,152.9695959,0.646258503,0.724166207,23200,0.471153855,0.448275862068966
"Xenon International Academy-Omaha",407355,13596,12194,14760,0.8571,12000,133.2246,0.869300912,0.690646763,23000,0.357512951,0.55421686746988
"Xenon International Academy-Wichita",417503,17137,15049,18460,0.8974,9833,109.1664577,0.679758308,0.821972107,18400,0.297413796,0.490196078431373
"YTI Career Institute-Altoona",375939,8656,7846,7462,0.6163,9629,106.9016395,0.539548023,0.705825563,26300,0.281021893,0.566666666666667
